,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
19,5916.0,ACTION VICHAR,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
20,5917.0,ADARSH JYOTI,HINDI,DAILY(M),SULTANPUR,"275,341","300,554","13,356"
21,5918.0,ANUDIN KESRI,HINDI,WEEKLY,SULTANPUR,0,"10,348","4,865"
22,5919.0,APAARDARSHI,HINDI,DAILY(M),SULTANPUR,"498,391","606,111","95,943"
23,5920.0,BUSINESS MIRROR,URDU,DAILY(M),SULTANPUR,"436,811","502,411","42,279"
24,5921.0,DALIT DAHAD,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
25,5922.0,JAWAB HUM DENGE,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
26,5923.0,KAUMI MANZIL,URDU,DAILY(M),SULTANPUR,"136,188","339,831","93,877"
27,5924.0,KUSHBHAVANPUR SANDESH,HINDI,WEEKLY,SULTANPUR,0,"10,348","4,865"
28,5925.0,KUSHWANI,HINDI,WEEKLY,SULTANPUR,"11,373","7,786","4,865"
29,5926.0,LOHIA KRANTI,HINDI,DAILY(M),SULTANPUR,0,"78,223","17,198"
30,5927.0,NAI RITI,HINDI,WEEKLY,SULTANPUR,"7,710","7,786","4,865"
31,5928.0,NEW GEETANJALI TIMES,HINDI,DAILY(M),SULTANPUR,0,"17,255","4,541"
32,5929.0,SAMACHAR SAGAR,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
33,5930.0,SHAMA TIMES,HINDI,WEEKLY,SULTANPUR,0,"7,786","4,865"
34,5931.0,SHIPRO NEWS TIMES,HINDI,WEEKLY,SULTANPUR,0,0,"6,467"
35,5932.0,SULTANPUR KIRAN,HINDI,DAILY(M),SULTANPUR,"231,974","42,191","8,993"
36,5933.0,AWAZ E AWADH,URDU,DAILY(M),UNNAO,"126,465","137,868","34,330"
37,5934.0,BHARAT VANDAN,HINDI,WEEKLY,UNNAO,0,"10,348","6,467"
38,5935.0,KHAKSAR-E-MILLAT,URDU,WEEKLY,UNNAO,0,"7,786","6,467"
39,5936.0,LOK SHAISHIK TIMES,HINDI,WEEKLY,UNNAO,0,"10,348","6,467"
40,5937.0,NIDAMAT,HINDI,WEEKLY,UNNAO,0,"7,789",0
41,5938.0,RANASTHALI,HINDI,DAILY(M),UNNAO,"14,502","23,673","6,143"
42,5939.0,SAHET MAHET,HINDI,DAILY(M),UNNAO,"37,825","31,451","26,356"
43,5940.0,SAHKARI DARSHAN,HINDI,WEEKLY,UNNAO,0,"10,348","4,865"
44,5941.0,SHAMS EXPRESS,URDU,WEEKLY,UNNAO,0,"6,496",0
45,5942.0,SOOCHNA SANSAR,HINDI,DAILY(M),UNNAO,"34,570","211,001","110,796"
46,5943.0,THE WATER OF INDIA,HINDI,WEEKLY,UNNAO,0,"7,786","4,865"
47,5944.0,UNNAO TIMES,HINDI,DAILY(M),UNNAO,0,0,"6,143"
48,5945.0,VICHAR SUCHAK,HINDI,DAILY(M),UNNAO,"411,641","566,503","28,240"
49,5946.0,VRITTANT,HINDI,DAILY(M),UNNAO,"8,170","403,804","119,540"
50,5947.0,AJ,HINDI,DAILY(M),VARANASI,"20,840,766","12,926,553","4,590,231"
51,5948.0,AMAR UJALA,HINDI,DAILY(M),VARANASI,"16,000,039","10,544,064","2,855,070"
52,5949.0,AWAZ-E-MULK,URDU,DAILY(M),VARANASI,"224,884","500,353","231,030"
53,5950.0,BHARAT EKTA TIMES,HINDI,DAILY(M),VARANASI,"557,414","396,345","125,000"
54,5951.0,CHETNA VICHARDHARA,HINDI,DAILY(M),VARANASI,"767,853","558,103","301,535"
55,5952.0,CLOWN TIMES,HINDI,MONTHLY,VARANASI,"6,866","12,506",0
56,5953.0,DAINIK JAGRAN,HINDI,DAILY(M),VARANASI,"20,465,045","21,477,645","6,788,363"
57,5954.0,EK SANDESH,HINDI,DAILY(M),VARANASI,"389,620","530,214","95,415"
58,5955.0,GANDIVA,HINDI,DAILY(E),VARANASI,"1,376,308","1,193,355","393,081"
59,5956.0,GYANSHIKHA TIMES,HINDI,DAILY(M),VARANASI,"178,505","172,026","43,005"
60,5957.0,HALAT-E-WATAN,URDU,DAILY(M),VARANASI,"317,052","109,255","37,851"
61,5958.0,HINDUSTAN,HINDI,DAILY(M),VARANASI,"6,427,801","5,619,405","2,937,717"
62,5959.0,I NEXT,ENGLISH,DAILY(M),VARANASI,"21,082","88,475",0
63,5960.0,JAGRUK EXPRESS,HINDI,DAILY(M),VARANASI,"378,850","208,484","37,559"
64,5961.0,JAN SANDESH TIMES,HINDI,DAILY(M),VARANASI,"164,683","51,406","56,700"
65,5962.0,JANMUKH,HINDI,DAILY(E),VARANASI,0,"6,143","9,757"
0,5964.0,JANVARTA,HINDI,DAILY(M),VARANASI,"445,697","663,657","198,264"
1,5965.0,KAL BHAIRO DARPAN,HINDI,WEEKLY,VARANASI,0,"7,786","4,865"
2,5966.0,KALBHAIRO,HINDI,DAILY(M),VARANASI,0,0,"9,757"
3,5967.0,KASHI VARTA,HINDI,DAILY(E),VARANASI,"513,200","775,505","255,351"
4,5968.0,KAUTILYA KI BHARAT,HINDI,DAILY(M),VARANASI,0,0,"9,757"
5,5969.0,MANYAWAR,HINDI,DAILY(E),VARANASI,"116,274","179,938","61,669"
6,5970.0,NISHPAKSH BHARAT DOOT,HINDI,DAILY(E),VARANASI,"269,659","461,321","70,168"
7,5971.0,NISHPAKSH SAMACHAR JYOTI,HINDI,DAILY(M),VARANASI,"351,836","198,735","20,846"
8,5972.0,QAUMI MORCHA,URDU,DAILY(E),VARANASI,"58,008","20,783","22,284"
9,5973.0,RASHTRIYA SAHARA,HINDI,DAILY(M),VARANASI,"278,673","1,477,055","303,178"
10,5974.0,SAMACHAR TIMES,HINDI,WEEKLY,VARANASI,0,"6,496",0
11,5975.0,SANMARG,HINDI,DAILY(E),VARANASI,0,"210,787","84,312"
12,5976.0,SPEAK THE WORLD,HINDI,WEEKLY,VARANASI,0,"10,348","4,865"
13,5977.0,SWATANTRA CHETNA,HINDI,DAILY(M),VARANASI,"663,088","661,509","401,318"
14,5978.0,U.P.KA.SACH,URDU,DAILY(M),VARANASI,0,"12,422","22,284"
15,5979.0,WARIS-E-AWADH,URDU,DAILY(M),VARANASI,"759,107","1,156,057","83,256"
16,5980.0,BRAJ LOK SAMPADA,HINDI,MONTHLY,VRINDABAN,0,"10,422",0
17,5981.0,DEHRADUN TIMES,HINDI,DAILY(E),ALMORA,0,"9,413","54,102"
18,5982.0,PRADHAN TIMES,HINDI,DAILY(M),ALMORA,"460,487","1,185,273","354,255"
19,5983.0,DEHAKTA LAVA,HINDI,FORTNIGHTLY,BAZPUR,0,"7,786","6,467"
20,5984.0,PARVAT SHANTI,HINDI,WEEKLY,BAZPUR,0,"3,893","4,865"
21,5985.0,SATYA KA DEVTA,HINDI,FORTNIGHTLY,BAZPUR,0,"10,348","8,120"
22,5986.0,SATYA KA PUJARI,HINDI,WEEKLY,BAZPUR,0,"6,496",0
23,5987.0,SHER- E- TARAI,HINDI,FORTNIGHTLY,BAZPUR,0,"10,348","9,235"
24,5988.0,TIMES OF UTTRANCHAL,HINDI,WEEKLY,BAZPUR,0,"6,496","6,467"
25,5989.0,SURKANDA SAMACHAR,HINDI,WEEKLY,CHAMBA(T.GARHWAL),0,"7,786","4,865"
26,5990.0,AAGAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
27,5991.0,AAJ KI MANAVTA,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
28,5992.0,AAM RAI,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
29,5993.0,AAYUSH MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
30,5994.0,ABHIPRERANA,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616",0
31,5995.0,ABHIYAN TIMES,HINDI,DAILY(M),DEHRADUN,"3,417","15,360",0
32,5996.0,ACTION INDIA,HINDI,DAILY(M),DEHRADUN,"471,191","276,737","22,368"
33,5997.0,ADITION,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
34,5998.0,ADITYA BULLETIN,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
35,5999.0,AFTAB E WATAN,URDU,DAILY(M),DEHRADUN,0,"142,553","38,370"
36,6000.0,AJNABI DUNIYA,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
37,6001.0,AKELA RAHI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
38,6002.0,AKSHAR UJALA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
39,6003.0,ALAKNANDA SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
40,6004.0,AMAR HINDUSTAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
41,6005.0,AMAR RASTRA,HINDI,MONTHLY,DEHRADUN,0,"8,302","5,189"
42,6006.0,AMAR UJALA,HINDI,DAILY(M),DEHRADUN,"24,426,968","19,796,602","8,786,153"
43,6007.0,ANANT AWAZ,HINDI,MONTHLY,DEHRADUN,0,0,"5,225"
44,6008.0,ANANT KRANTI,HINDI,MONTHLY,DEHRADUN,0,"11,492","7,184"
45,6009.0,ANJWAL,GARHWALI,WEEKLY,DEHRADUN,0,"5,616","3,507"
46,6010.0,ANKITA DARPAN,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
47,6011.0,APANI APANI RAHAIN,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
48,6012.0,APAR BHARAT SHAKTI,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
49,6013.0,APNA NAZARIYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
50,6014.0,APNA UTTARAKHAND,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
51,6015.0,ARCHANA DARPAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
52,6016.0,ARIHANT EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"5,616","6,467"
53,6017.0,ARIHANT EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"10,348",0
54,6018.0,ARIHANT SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"29,472","9,837"
55,6019.0,ARYAN EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
56,6020.0,ASPAST BHARAT,HINDI,WEEKLY,DEHRADUN,0,"11,492","6,467"
57,6021.0,ATAL RAHE HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
58,6022.0,ATIKANT,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
59,6023.0,ATULYA BHARAT,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
60,6024.0,AYUSHI EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
61,6025.0,BADALTI AWAZ,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
62,6026.0,BADLAV KI LEHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
63,6027.0,BADRI KAILASH DARPAN,HINDI,WEEKLY,DEHRADUN,0,0,"3,507"
0,6029.0,BARAN RATNA,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
1,6030.0,BHADAS FOR INDIA,HINDI,WEEKLY,DEHRADUN,0,"5,174",0
2,6031.0,BHAKTI DARPAN,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
3,6032.0,BHARAT NAMAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
4,6033.0,BHARAT RATAN KESRI,HINDI,WEEKLY,DEHRADUN,0,"7,786","6,467"
5,6034.0,BHARATIYA SWAROOP,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
6,6035.0,BHARTIYA NIRDESH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
7,6036.0,BHILANGANA EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
8,6037.0,BRAHAM KAMAL,HINDI,MONTHLY,DEHRADUN,0,"13,791","9,489"
9,6038.0,BREAKING NEWS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
10,6039.0,BUSINESS AND TENDERCLASSIFIED,ENGLISH,WEEKLY,DEHRADUN,0,"7,786","4,865"
11,6040.0,CHAK DE BHARAT,HINDI,MONTHLY,DEHRADUN,0,"15,178","9,489"
12,6041.0,CHAK DE BHARAT,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
13,6042.0,CHAMAKTA HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
14,6043.0,CHAMOLI TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
15,6044.0,CHARITRA AUR CHINTAN,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
16,6045.0,CHARITRA SAMACHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
17,6046.0,CHOORAMANI SANDESH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
18,6047.0,CHUNAVI BIGUL,HINDI,WEEKLY,DEHRADUN,0,"5,174","6,467"
19,6048.0,CRIME AFFAIRS,HINDI,DAILY(E),DEHRADUN,0,"25,599","6,143"
20,6049.0,CRIME AND CARE,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
21,6050.0,CRIME STATE,HINDI,FORTNIGHTLY,DEHRADUN,0,"10,348",0
22,6051.0,CRIME STORY,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
23,6052.0,CRIME STORY,HINDI,DAILY(E),DEHRADUN,0,"25,599","6,143"
24,6053.0,DAHKATE SWAR,HINDI,WEEKLY,DEHRADUN,0,"7,789",0
25,6054.0,DAINIK JAGRAN,HINDI,DAILY(M),DEHRADUN,"10,306,668","7,560,253","3,943,720"
26,6055.0,DAMAN KA PRATIKAR,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
27,6056.0,DARPAN DARBAR,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
28,6057.0,DAVALGARH EXPRESS,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","4,865"
29,6058.0,DEEP PRAWAKTA,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
30,6059.0,DEEP SAVERA,HINDI,WEEKLY,DEHRADUN,0,"6,496","6,467"
31,6060.0,DEHRADUN KI CHINGARI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
32,6061.0,DEHRADUN KI SHAAN,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
33,6062.0,DEHRADUN TIMES,HINDI,DAILY(E),DEHRADUN,0,"9,413","18,272"
34,6063.0,DEHSHAT KA DUSHMAN,HINDI,MONTHLY,DEHRADUN,0,"8,302","5,189"
35,6064.0,DESH DULARA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
36,6065.0,DESH DULARA,HINDI,DAILY(M),DEHRADUN,"4,623",0,0
37,6066.0,DESH KE RAHI,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","4,865"
38,6067.0,DESH PRADESH DRISHITI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
39,6068.0,DEV BHOOMI DARSHAK,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
40,6069.0,DEV WANI,HINDI,WEEKLY,DEHRADUN,0,"2,808","3,507"
41,6070.0,DEVANCHAL TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
42,6071.0,DEVBHOOMI EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
43,6072.0,DEVBHOOMI GAURAV,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
44,6073.0,DEVBHOOMI NAMAN,HINDI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
45,6074.0,DEVBHOOMI VEERBHOOMIUTTARAKHAND,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
46,6075.0,DEVPATH,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
47,6076.0,DEVPATH,HINDI,DAILY(E),DEHRADUN,0,"20,521","6,143"
48,6077.0,DHARA TUJH SE CHHOTI HAI,HINDI,MONTHLY,DEHRADUN,0,"7,295","7,184"
49,6078.0,DHARA-PUKARTE,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
50,6079.0,DHARM PARAYAN,HINDI,MONTHLY,DEHRADUN,0,"6,755",0
51,6080.0,DIARY DOON KI,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
52,6081.0,DIVINE STORY,HINDI,WEEKLY,DEHRADUN,0,"7,786",0
53,6082.0,DIVINE STORY,ENGLISH,WEEKLY,DEHRADUN,0,"3,893",0
54,6083.0,DIVYA  PRABHAT,HINDI,WEEKLY,DEHRADUN,0,"6,496","6,467"
55,6084.0,DIVYA HIMGIRI,HINDI,WEEKLY,DEHRADUN,0,0,"8,255"
56,6085.0,DIVYA UTTARANCHAL,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
57,6086.0,DIVYANSHI NEWS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
58,6087.0,DOON ABHYUDAY,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
59,6088.0,DOON AKSH,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
60,6089.0,DOON BULETIN,HINDI,WEEKLY,DEHRADUN,0,"10,348","4,865"
61,6090.0,DOON DARPAN,HINDI,DAILY(M),DEHRADUN,"27,589","73,278",0
62,6091.0,DOON DARSHAN,HINDI,WEEKLY,DEHRADUN,0,0,"3,507"
63,6092.0,DOON DEHRA,HINDI,WEEKLY,DEHRADUN,0,0,"12,807"
0,6094.0,DOON DWAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
1,6095.0,DOON EAGLE,ENGLISH,WEEKLY,DEHRADUN,0,"7,786","6,467"
2,6096.0,DOON GHATI KI AWAAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
3,6097.0,DOON JAGRITI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
4,6098.0,DOON KA HRIDAY,HINDI,WEEKLY,DEHRADUN,0,"5,616","4,865"
5,6099.0,DOON MUSSOORIE TIMES,HINDI,WEEKLY,DEHRADUN,0,"10,348","8,120"
6,6100.0,DOON PARVAT,HINDI,WEEKLY,DEHRADUN,0,0,"6,467"
7,6101.0,DOON PRAHARI,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
8,6102.0,DOON VALLEY MAIL,HINDI,DAILY(E),DEHRADUN,0,"26,260","3,183"
9,6103.0,DOON VICHAR,HINDI,WEEKLY,DEHRADUN,0,"2,808","3,507"
10,6104.0,DOON VIEW,HINDI,WEEKLY,DEHRADUN,0,"2,808","4,865"
11,6105.0,DOON ZEROGRAPHICS TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
12,6106.0,DOONVANI,HINDI,WEEKLY,DEHRADUN,0,"10,348",0
13,6107.0,DRISHTI ME HI SRISHTI,HINDI,MONTHLY,DEHRADUN,0,"6,132","3,834"
14,6108.0,DRISHTI ME HI SRISHTI,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
15,6109.0,DRONA EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
16,6110.0,DRONA PURI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
17,6111.0,DUN GADAR PARTY,HINDI,WEEKLY,DEHRADUN,0,"10,348","4,865"
18,6112.0,DUN KI MEHAK,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
19,6113.0,DUNIYA TIMES,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
20,6114.0,EES SADI KI AWAAZ,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
21,6115.0,EK NAI SHURUVAT,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
22,6116.0,ELAN -E- VATAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
23,6117.0,FORTH STEPS,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
24,6118.0,GAGAN SAVERA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
25,6119.0,GAGRI,HINDI,MONTHLY,DEHRADUN,0,"5,211","13,029"
26,6120.0,GAGRI DOON KI,HINDI,FORTNIGHTLY,DEHRADUN,0,"5,616","3,507"
27,6121.0,GAIRSAIN MAIL,HINDI,WEEKLY,DEHRADUN,0,0,"6,467"
28,6122.0,GANDIV EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
29,6123.0,GARH DARSHAN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
30,6124.0,GARH KUMAUN,HINDI,WEEKLY,DEHRADUN,0,"5,616","4,865"
31,6125.0,GARH RATAN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
32,6126.0,GARH UTTHAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
33,6127.0,GARHMAUN MAIL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
34,6128.0,GARHWAL DARSHAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
35,6129.0,GARHWAL EKTA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
36,6130.0,GARHWAL KA VIKAS,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
37,6131.0,GARHWAL KI GOONJ,HINDI,WEEKLY,DEHRADUN,0,"5,616","3,507"
38,6132.0,GARHWAL KI MATTI,HINDI,DAILY(M),DEHRADUN,"393,929","712,124","256,316"
39,6133.0,GARHWAL KI PUKAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
40,6134.0,GARHWAL POST,ENGLISH,DAILY(M),DEHRADUN,"260,929","13,923","8,815"
41,6135.0,GARHWAL SPORTS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
42,6136.0,GARHWAL TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
43,6137.0,GARHWALE DHAYE,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
44,6138.0,GARV HIMALAYA,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
45,6139.0,GAU PRASAD,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
46,6140.0,GHAR KI KHABAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
47,6141.0,GHATI KA BHARAT,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
48,6142.0,GHATI KE GARAJTE SWAR,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
49,6143.0,GHATI KI MEHAK,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
50,6144.0,GHATNA KE PEECHE,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
51,6145.0,GHYAL,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
52,6146.0,GIRI GAURAV,HINDI,MONTHLY,DEHRADUN,0,0,"5,189"
53,6147.0,GITIKA MAIL,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
54,6148.0,GRAMANCHAL,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
55,6149.0,GRAMEEN CHITTHI,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
56,6150.0,GRAMIN SAHARA,HINDI,DAILY(M),DEHRADUN,"11,557","81,687","18,565"
57,6151.0,GRAMIN SAMAY,HINDI,MONTHLY,DEHRADUN,0,"8,302","5,189"
58,6152.0,GUJARE DIN,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
59,6153.0,GULAB TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
60,6154.0,GULABI PATHAR,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
61,6155.0,GULISTA-E-CHAMAN,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
62,6156.0,GUNAHOIN KA DEVTA,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
63,6157.0,HALANTA,HINDI,MONTHLY,DEHRADUN,0,"13,728",0
64,6158.0,HAMARA DEV,HINDI,WEEKLY,DEHRADUN,0,"5,616","4,865"
65,6159.0,HAMROEKTA,NEPALI,MONTHLY,DEHRADUN,0,"3,066","3,834"
0,6161.0,HILL QUEEN,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
1,6162.0,HILLARI EXPRESS,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
2,6163.0,HIM AAS,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
3,6164.0,HIM KA AVARAN,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
4,6165.0,HIM KAMAL,HINDI,WEEKLY,DEHRADUN,0,0,"4,865"
5,6166.0,HIM KELAHAR,HINDI,WEEKLY,DEHRADUN,0,"7,786","6,467"
6,6167.0,HIM PUSHP,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
7,6168.0,HIM SAVERA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
8,6169.0,HIM VANI,HINDI,MONTHLY,DEHRADUN,0,"7,610","4,756"
9,6170.0,HIMACHAL STAR,ENGLISH,DAILY(M),DEHRADUN,"12,329","31,014","6,143"
10,6171.0,HIMACHALSTAR,ENGLISH,WEEKLY,DEHRADUN,0,"9,343",0
11,6172.0,HIMALAY KI GODH MEIN,HINDI,MONTHLY,DEHRADUN,"10,000",0,0
12,6173.0,HIMALAY KI GODH MEIN,HINDI,WEEKLY,DEHRADUN,0,"10,348","6,467"
13,6174.0,HIMALAYA ASTHA,HINDI,WEEKLY,DEHRADUN,0,"2,808","4,865"
14,6175.0,HIMALAYA GAURAVUTTRAKHAND,HINDI,DAILY(E),DEHRADUN,"280,792","116,537","9,413"
15,6176.0,HIMALAYA JAAG UTHA,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
16,6177.0,HIMALAYA KI LALITKALA,HINDI,WEEKLY,DEHRADUN,0,"6,496",0
17,6178.0,HIMALAYA KI SACHAI,HINDI,WEEKLY,DEHRADUN,0,"5,616",0
18,6179.0,HIMALAYA KI SACHCHAI,HINDI,MONTHLY,DEHRADUN,0,"10,422","6,514"
19,6180.0,HIMALAYA PARVAT,HINDI,MONTHLY,DEHRADUN,0,0,"10,717"
20,6181.0,HIMALAYA PUTRA,HINDI,WEEKLY,DEHRADUN,0,"7,786","6,467"
21,6182.0,HIMALYA PARVAT,HINDI,WEEKLY,DEHRADUN,0,0,"8,120"
22,6183.0,HIMVAT UTTARAKHAND,ENGLISH,MONTHLY,DEHRADUN,0,"15,178","6,791"
23,6184.0,HIMVAT UTTARAKHAND,HINDI,MONTHLY,DEHRADUN,0,"15,178","6,791"
24,6185.0,HIMVAT UTTRAKHAND,HINDI,WEEKLY,DEHRADUN,0,"15,178","6,467"
25,6186.0,HIND NEWS,URDU,DAILY(M),DEHRADUN,"1,306,312","447,313","137,430"
26,6187.0,HIND SAVERA,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
27,6188.0,HINDUSTAN,HINDI,DAILY(M),DEHRADUN,"4,149,212","3,819,818","1,712,976"
28,6189.0,HINDUSTAN KAL TAK,HINDI,DAILY(M),DEHRADUN,0,0,"17,718"
29,6190.0,HINDUSTAN RAH,HINDI,DAILY(M),DEHRADUN,0,"70,661",0
30,6191.0,HINWALI KANTHI,GARHWALI,FORTNIGHTLY,DEHRADUN,0,"7,786","4,865"
31,6192.0,HISAB TIMES,HINDI,WEEKLY,DEHRADUN,0,"7,786","4,865"
32,6193.0,I NEXT,ENGLISH,DAILY(M),DEHRADUN,"74,734",0,0
33,6194.0,IN SUGANDHA TIMES,HINDI,WEEKLY,DEHRADUN,0,"3,893","4,865"
