,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
52,3652.0,MORNING NEWS,HINDI,DAILY(M),SIKAR,"11,729","171,382","21,318"
53,3653.0,NAVYATAN,HINDI,WEEKLY,SIKAR,0,"41,396","9,837"
54,3654.0,NAVYATNA,HINDI,DAILY(M),SIKAR,"358,980","175,690","30,235"
55,3655.0,PRABHAT ABHINANDAN,HINDI,DAILY(M),SIKAR,"182,097","57,360","13,623"
56,3656.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),SIKAR,"2,679,611","1,748,416","633,189"
57,3657.0,RAJASTHAN STATEMENT,HINDI,DAILY(M),SIKAR,"406,574","1,770,966","533,518"
58,3658.0,UDYOG AAS PAAS,HINDI,DAILY(M),SIKAR,"533,450","819,502","80,168"
59,3659.0,JAGRUK TIMES,HINDI,DAILY(M),SIROHI,"11,730,984","8,843,512","2,347,548"
60,3660.0,JAIPUR BEURO,HINDI,DAILY(M),SIROHI,"148,472","104,586","9,413"
61,3661.0,PRABHAT ABHINANDAN,HINDI,DAILY(M),SIROHI,"229,193","329,961","21,963"
62,3662.0,AKSHAYA BHARTI,HINDI,FORTNIGHTLY,SRIGANGANAGAR,0,"10,348","6,467"
63,3663.0,BHARAT JAN,HINDI,WEEKLY,SRIGANGANAGAR,0,"10,348","4,865"
64,3664.0,BHOR DAINIK MORNING,HINDI,DAILY(M),SRIGANGANAGAR,"546,473","413,255","167,173"
0,3666.0,DR. AMBEDKAR AUR BAHUJAN,HINDI,WEEKLY,SRIGANGANAGAR,0,"5,616","3,507"
1,3667.0,FIGHTER,HINDI,DAILY(E),SRIGANGANAGAR,"181,114","181,654","5,430"
2,3668.0,GANGANAGAR AUR DESH,HINDI,FORTNIGHTLY,SRIGANGANAGAR,0,"5,616","3,507"
3,3669.0,GANGANAGAR MORCHA,HINDI,WEEKLY,SRIGANGANAGAR,0,"7,789","6,467"
4,3670.0,GANGANAGAR PRATAP,HINDI,WEEKLY,SRIGANGANAGAR,0,"10,348","4,865"
5,3671.0,HANSAL SAMACHAR,HINDI,WEEKLY,SRIGANGANAGAR,0,"10,348","6,467"
6,3672.0,HANSAL SAMACHAR,HINDI,DAILY(M),SRIGANGANAGAR,"40,732","193,980","34,796"
7,3673.0,HIGHLINE,HINDI,DAILY(M),SRIGANGANAGAR,"40,606","15,227",0
8,3674.0,JAN MARG,HINDI,DAILY(E),SRIGANGANAGAR,"387,184","195,993","226,202"
9,3675.0,KANTEELEY PHOOL,HINDI,WEEKLY,SRIGANGANAGAR,0,"5,616",0
10,3676.0,LOK SAMMAT,HINDI,DAILY(M),SRIGANGANAGAR,"452,266","63,750","9,413"
11,3677.0,NAYAY AUR ADALAT,HINDI,WEEKLY,SRIGANGANAGAR,0,"5,616",0
12,3678.0,NIRMAN SANDESH,HINDI,FORTNIGHTLY,SRIGANGANAGAR,0,"7,786","6,467"
13,3679.0,PRASHANT JYOTI,HINDI,DAILY EXCEPTSUNDAY,SRIGANGANAGAR,"130,558","244,324","51,993"
14,3680.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),SRIGANGANAGAR,"3,774,466","2,067,984","822,801"
15,3681.0,RASHTRIYA CHHAVI,HINDI,DAILY(M),SRIGANGANAGAR,"655,892","1,000,856","381,982"
16,3682.0,RUPANA TIMES,HINDI,WEEKLY,SRIGANGANAGAR,0,"6,496","6,467"
17,3683.0,SANDHYA BORDER TIMES,HINDI,DAILY(E),SRIGANGANAGAR,"251,416","388,648","335,880"
18,3684.0,SEEMA KI LALKAR,HINDI,WEEKLY,SRIGANGANAGAR,0,"5,616","3,507"
19,3685.0,SEEMA KIRAN,HINDI,DAILY(M),SRIGANGANAGAR,"134,487","241,126","131,168"
20,3686.0,SEEMA SANDESH,HINDI,DAILY(M),SRIGANGANAGAR,"1,427,499","1,736,263","67,129"
21,3687.0,SURATGARH TIMES,HINDI,FORTNIGHTLY,SRIGANGANAGAR,0,"5,616","3,507"
22,3688.0,SURYA BAZAR PATRIKA,HINDI,WEEKLY,SRIGANGANAGAR,0,"7,786","3,507"
23,3689.0,UTTAM SANDESH,HINDI,WEEKLY,SRIGANGANAGAR,0,"10,348","6,467"
24,3690.0,VINAY PATRIKA,HINDI,DAILY(M),SRIGANGANAGAR,"24,729","48,714","11,789"
25,3691.0,JAIPUR BUREAU,HINDI,DAILY(M),SUMERPUR,"86,099","78,269","26,300"
26,3692.0,PRABHAT ABHIANDAN,HINDI,DAILY(M),SUMERPUR,"253,231","137,067","14,825"
27,3693.0,ACTIVE NEWS,HINDI,WEEKLY,SURATGARH,0,"6,739","3,507"
28,3694.0,BLAST KI AWAJ,HINDI,WEEKLY,SURATGARH,0,"5,616","3,507"
29,3695.0,BADTA RAJASTHAN,HINDI,DAILY(M),TONK,"376,292","134,082","4,541"
30,3696.0,BANAS VARDAN,HINDI,DAILY(M),TONK,"15,195","10,768","3,183"
31,3697.0,BANASVARDAN,HINDI,WEEKLY,TONK,0,"5,616","3,507"
32,3698.0,DAINIK TAJ BHARTI,HINDI,DAILY EXCEPTSUNDAY,TONK,"127,180","51,809","24,178"
33,3699.0,KHABRON KI DUNIYA,HINDI,DAILY(M),TONK,"1,673,853","2,052,135","524,407"
34,3700.0,NAV SURYA,HINDI,DAILY EXCEPTSUNDAY,TONK,"117,131","186,564","34,452"
35,3701.0,SHARMIK AAKROSH,HINDI,FORTNIGHTLY,TONK,0,"7,786",0
36,3702.0,AMBER KA DARSHAN,HINDI,FORTNIGHTLY,UDAIPUR,0,"7,786","4,865"
37,3703.0,CHANAKYA DHURI,HINDI,WEEKLY,UDAIPUR,0,"6,496","6,467"
38,3704.0,DAINIK BHASKAR,HINDI,DAILY(M),UDAIPUR,"4,462,114","1,535,691","1,085,216"
39,3705.0,DAINIK NAVAJYOTI,HINDI,DAILY(M),UDAIPUR,0,"38,728","100,012"
40,3706.0,JAGRUK TIMES,HINDI,DAILY(M),UDAIPUR,"170,702",0,"150,676"
41,3707.0,JAI RAJASTHAN,HINDI,DAILY(M),UDAIPUR,"41,196","288,243","9,413"
42,3708.0,KHABAR SAMRAT,HINDI,DAILY(M),UDAIPUR,"316,235","471,812","38,630"
43,3709.0,NAYA INDIA,HINDI,DAILY(M),UDAIPUR,"6,876","15,871",0
44,3710.0,PRATAHAKAL,HINDI,DAILY(M),UDAIPUR,"21,001,245","16,982,669","7,318,404"
45,3711.0,PRATYUSH,HINDI,MONTHLY,UDAIPUR,0,"13,791","6,514"
46,3712.0,PUKAR,HINDI,DAILY(M),UDAIPUR,"114,052","162,604","60,961"
47,3713.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),UDAIPUR,"4,082,218","2,289,456","786,714"
48,3714.0,RASHTRADOOT,HINDI,DAILY(M),UDAIPUR,"297,257","1,123,396","380,771"
49,3715.0,SAURABH KA SANDESH,HINDI,FORTNIGHTLY,UDAIPUR,0,"5,616","3,507"
50,3716.0,UDAIPUR EXPRESS,HINDI,DAILY EXCEPTSUNDAY,UDAIPUR,"159,839","527,707","75,719"
51,3717.0,ANUGAMINI,HINDI,DAILY(M),GANGTOK,"728,195","1,055,626","278,728"
52,3718.0,BANGLA MORCHA,HINDI,DAILY(M),GANGTOK,"1,626,613","689,755","78,361"
53,3719.0,DAINIK MIRMERAY,NEPALI,DAILY(M),GANGTOK,"208,843","829,539","37,307"
54,3720.0,HAMRO PRAJASAKTI,NEPALI,DAILY(M),GANGTOK,"1,968,974","2,560,216","650,511"
55,3721.0,HIMALAYAN MIRROR,ENGLISH,DAILY(M),GANGTOK,"1,746,004","2,299,954","266,936"
56,3722.0,HIMALAYAN REVIEW,ENGLISH,MONTHLY,GANGTOK,0,"7,589",0
57,3723.0,HIMALI BELA,NEPALI,DAILY(M),GANGTOK,"5,854,280","2,532,780","1,520,992"
58,3724.0,NITYA SAMAY,HINDI,DAILY(M),GANGTOK,"191,235","216,809",0
59,3725.0,SAMAY DAINIK,NEPALI,DAILY(M),GANGTOK,"315,178","1,006,286","331,233"
60,3726.0,SAMPURNA JAGRAN,HINDI,DAILY(M),GANGTOK,"653,821","231,813","40,100"
0,3728.0,SIKKIM EXPRESS,ENGLISH,DAILY(M),GANGTOK,"2,694,447","4,399,819","2,723,234"
1,3729.0,SIKKIM REPORTER,ENGLISH,DAILY(M),GANGTOK,"4,130,586","1,213,796","751,855"
2,3730.0,SUMMIT TIMES,ENGLISH,DAILY(M),GANGTOK,0,"604,947","288,231"
3,3731.0,THE MOUNTAINEER,ENGLISH,DAILY(M),GANGTOK,"157,645","499,717","62,296"
4,3732.0,URDU AKASH,URDU,DAILY(M),GANGTOK,"395,114","329,220","49,298"
5,3733.0,ANDHRA JYOTHI,TELUGU,DAILY(M),CHENNAI,"40,541","170,599","38,869"
6,3734.0,BUSINESS STANDARD,ENGLISH,DAILY(M),CHENNAI,"1,459,640","528,396","252,089"
7,3735.0,DAKSHIN BHARAT RASHTRAMAT,HINDI,DAILY(M),CHENNAI,"153,060","135,232","99,582"
8,3736.0,DAKSHIN PRAKASH,HINDI,DAILY(M),CHENNAI,"716,342","1,562,229","637,054"
9,3737.0,DECCAN CHRONICLE,ENGLISH,DAILY(M),CHENNAI,"12,330,176","6,042,264","3,363,473"
10,3738.0,DHINA SURIYAN,TAMIL,DAILY(M),CHENNAI,"84,350","33,536","6,143"
11,3739.0,DINAKARAN,TAMIL,DAILY(M),CHENNAI,"36,667,148","22,111,407","10,198,852"
12,3740.0,DINAMALAR,TAMIL,DAILY(M),CHENNAI,"7,209,883","4,937,865","2,874,437"
13,3741.0,DINAMANI,TAMIL,DAILY(M),CHENNAI,"2,112,546","1,197,384","428,706"
14,3742.0,FINANCIAL CHRONICLE,ENGLISH,DAILY EXCEPTSUNDAY,CHENNAI,"888,157","360,641",0
15,3743.0,FINANCIAL EXPRESS,ENGLISH,DAILY(M),CHENNAI,"1,475,000","585,133","348,444"
16,3744.0,MAALAI SUDAR,TAMIL,DAILY(M),CHENNAI,"153,671","182,358","38,108"
17,3745.0,MAKKAL KURAL,TAMIL,DAILY(E),CHENNAI,"705,286","444,200","99,478"
18,3746.0,MALAYALA MANORAMA,MALAYALAM,DAILY(M),CHENNAI,"2,562","61,538","45,367"
19,3747.0,MATHRUBHUMI,MALAYALAM,DAILY(M),CHENNAI,"57,971","105,689",0
20,3748.0,NEWS TODAY,ENGLISH,DAILY(E),CHENNAI,"712,698","161,751","68,961"
21,3749.0,RAJASTHAN PATRIKA,HINDI,DAILY(M),CHENNAI,"739,729","555,921","197,662"
22,3750.0,RANI MUTHU,TAMIL,FORTNIGHTLY,CHENNAI,0,"8,313",0
23,3751.0,SAKSHI,TELUGU,DAILY(M),CHENNAI,"173,288","153,425","24,823"
24,3752.0,TAMIZH MURASU,TAMIL,DAILY(E),CHENNAI,0,0,"6,143"
25,3753.0,THANTHI,TAMIL,DAILY(M),CHENNAI,"33,567,463","30,957,909","12,051,365"
26,3754.0,THE ECONOMIC TIMES,ENGLISH,DAILY(M),CHENNAI,"2,924,032","1,156,812","258,528"
27,3755.0,THE HINDU,ENGLISH,DAILY(M),CHENNAI,"76,501,871","35,658,119","1,186,963"
28,3756.0,THE HINDU,TAMIL,DAILY(M),CHENNAI,"113,081","430,497",0
29,3757.0,THE HINDU BUSINESS LINE,ENGLISH,DAILY EXCEPTSUNDAY,CHENNAI,"1,830,207","526,333","50,247"
30,3758.0,THE MUSALMAN,URDU,DAILY(E),CHENNAI,"37,234","29,933",0
31,3759.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),CHENNAI,"4,292,347","2,997,988","3,768,991"
32,3760.0,THE SOUTH INDIA TIMES,ENGLISH,DAILY(M),CHENNAI,"547,406","463,970","485,938"
33,3761.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),CHENNAI,"9,964,229","11,229,286","4,735,080"
34,3762.0,THEKKATHIR,TAMIL,DAILY(M),CHENNAI,0,0,"4,541"
35,3763.0,TRINITY MIRROR,ENGLISH,DAILY(M),CHENNAI,"398,713","245,527","22,805"
36,3764.0,AFTER NOON,ENGLISH,DAILY EXCEPTSUNDAY,COIMBATORE,"263,093","180,106","4,541"
37,3765.0,DECCAN CHRONICLE,ENGLISH,DAILY(M),COIMBATORE,"1,852,648","856,971","547,448"
38,3766.0,DINAKARAN,TAMIL,DAILY(M),COIMBATORE,"8,564,204","6,902,502","2,199,780"
39,3767.0,DINAMALAR,TAMIL,DAILY(M),COIMBATORE,"13,862,693","4,158,903","1,416,695"
40,3768.0,DINAMANI,TAMIL,DAILY(M),COIMBATORE,"928,845","581,634","252,279"
41,3769.0,MALAI MALAR,TAMIL,DAILY(E),COIMBATORE,"3,084","125,916","3,252"
42,3770.0,PIRPAGAL,TAMIL,DAILY EXCEPTSUNDAY,COIMBATORE,"311,171","172,814","4,541"
43,3771.0,THAMIZH MURASU,TAMIL,DAILY(E),COIMBATORE,0,"17,496","4,541"
44,3772.0,THANTHI,TAMIL,DAILY(M),COIMBATORE,"1,881,107","4,511,480","1,698,212"
45,3773.0,THE HINDU,ENGLISH,DAILY(M),COIMBATORE,"4,264,447","2,347,853","190,059"
46,3774.0,THE HINDU BUSINESS LINE,ENGLISH,DAILY EXCEPTSUNDAY,COIMBATORE,"1,313,790","194,702",0
47,3775.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),COIMBATORE,"1,717,705","906,132","630,100"
48,3776.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),COIMBATORE,"1,099,631","1,461,963","503,280"
49,3777.0,THEEKKATHIR,TAMIL,DAILY(M),COIMBATORE,0,"4,541","52,351"
50,3778.0,DINA KURAL,TAMIL,DAILY(M),CUDDALORE,"410,945","379,412","148,721"
51,3779.0,THANTHI,TAMIL,DAILY(M),CUDDALORE,"744,877","836,040","314,351"
52,3780.0,DINAMANI,TAMIL,DAILY(M),DHARMAPURI,"375,631","417,058","127,828"
53,3781.0,THE NEW INDIAN EXPRESS(COIMBATORE),ENGLISH,DAILY EXCEPTSUNDAY,DHARMAPURI,"97,616","216,871","104,338"
54,3782.0,THANTHI,TAMIL,DAILY(M),DINDIGUL,"571,834","682,308","286,215"
55,3783.0,DINAMALAR,TAMIL,DAILY(M),ERODE,"88,511","100,365","170,349"
56,3784.0,MALAI MALAR,TAMIL,DAILY(E),ERODE,"181,979","100,909",0
57,3785.0,THANTHI,TAMIL,DAILY(M),ERODE,"708,021","1,000,199","303,206"
58,3786.0,DHINA SURIYAN,TAMIL,DAILY(M),MADURAI,"312,719","72,137",0
0,3788.0,DINAMALAR,TAMIL,DAILY(M),MADURAI,"12,690,401","5,276,951","1,333,392"
1,3789.0,DINAMANI,TAMIL,DAILY(M),MADURAI,"1,165,756","1,183,762","472,240"
2,3790.0,MADURAI MANI,TAMIL,DAILY(E),MADURAI,"68,890","110,440","4,541"
3,3791.0,MALAI MALAR,TAMIL,DAILY(E),MADURAI,"43,544","184,193","34,751"
4,3792.0,TAMIZH MURASU,TAMIL,DAILY(E),MADURAI,"9,750","28,012","3,183"
5,3793.0,THANTHI,TAMIL,DAILY(M),MADURAI,"4,057,577","2,742,202","1,321,891"
6,3794.0,THE HINDU,ENGLISH,DAILY(M),MADURAI,"2,044,901","1,800,762","89,482"
7,3795.0,THE HINDU BUSINESS LINE,ENGLISH,DAILY EXCEPTSUNDAY,MADURAI,"824,258","218,327",0
8,3796.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),MADURAI,"1,339,321","463,984","343,577"
9,3797.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),MADURAI,0,"149,949","162,943"
10,3798.0,THEEKKATHIR,TAMIL,DAILY(M),MADURAI,0,0,"35,048"
11,3799.0,DINAMANI,TAMIL,DAILY(M),NAGAPATTINAM,"170,771","176,272","76,769"
12,3800.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),NAGAPATTINAM,"10,770","84,744","97,154"
13,3801.0,DHINA MURASU,TAMIL,DAILY(M),NAGARCOIL,"32,017","71,111","12,166"
14,3802.0,DINAKARAN,TAMIL,DAILY(M),NAGARCOIL,"807,340","707,438","141,161"
15,3803.0,DINAMALAR,TAMIL,DAILY(M),NAGARCOIL,"359,246","473,302","138,977"
16,3804.0,MALAI MALAR,TAMIL,DAILY(E),NAGARCOIL,"142,004","132,063","12,714"
17,3805.0,TAMIZH MURASU,TAMIL,DAILY(M),NAGARCOIL,"25,149","14,761","14,533"
18,3806.0,THANTHI,TAMIL,DAILY(M),NAGARCOIL,"881,360","1,068,485","602,434"
19,3807.0,DINAKARAN,TAMIL,DAILY(M),SALEM,"4,550,805","2,273,246","459,044"
20,3808.0,DINAMALAR,TAMIL,DAILY(M),SALEM,"1,167,621","990,953","267,592"
21,3809.0,MALAI MALAR,TAMIL,DAILY(E),SALEM,"214,298","235,461",0
22,3810.0,THAMIZH MURASU,TAMIL,DAILY(E),SALEM,"44,601","60,349","21,005"
23,3811.0,THANTHI,TAMIL,DAILY(M),SALEM,"2,071,715","2,851,795","751,566"
24,3812.0,THANTHI,TAMIL,DAILY(M),THANJAVUR,"1,120,879","1,302,686","594,124"
25,3813.0,DINAKARAN,TAMIL,DAILY(M),TIRUCHIRAPALLY,"3,961,079","3,195,671","1,223,889"
26,3814.0,DINAMALAR,TAMIL,DAILY(M),TIRUCHIRAPALLY,"3,578,773","2,514,598","919,485"
27,3815.0,DINAMANI,TAMIL,DAILY(M),TIRUCHIRAPALLY,"519,298","621,754","176,314"
28,3816.0,MALAI MALAR,TAMIL,DAILY(E),TIRUCHIRAPALLY,"188,801","85,915",0
29,3817.0,TAMIZH MURASU,TAMIL,DAILY(M),TIRUCHIRAPALLY,"74,781","44,617",0
30,3818.0,THANJAI MALAI MURASU,TAMIL,DAILY(E),TIRUCHIRAPALLY,"386,512","387,218","17,396"
31,3819.0,THANTHI,TAMIL,DAILY(M),TIRUCHIRAPALLY,"961,604","1,698,323","851,661"
32,3820.0,THE HINDU,ENGLISH,DAILY(M),TIRUCHIRAPALLY,"1,766,188","1,017,958","77,002"
33,3821.0,THE HINDU BUSINESS LINE,ENGLISH,DAILY EXCEPTSUNDAY,TIRUCHIRAPALLY,"924,513","246,416",0
34,3822.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),TIRUCHIRAPALLY,"996,310","538,788","405,708"
35,3823.0,THEEKKATHIR,TAMIL,DAILY(M),TIRUCHIRAPALLY,0,0,"5,430"
36,3824.0,DINAKARAN,TAMIL,DAILY(M),TIRUNELVELI,"1,676,561","1,346,284","327,836"
37,3825.0,DINAMALAR,TAMIL,DAILY(M),TIRUNELVELI,"66,694","126,203","181,347"
38,3826.0,DINAMANI,TAMIL,DAILY(M),TIRUNELVELI,"725,576","307,578","70,220"
39,3827.0,TAMIZH MURASU,TAMIL,DAILY(M),TIRUNELVELI,"7,021","52,152","10,952"
40,3828.0,THANTHI,TAMIL,DAILY(M),TIRUNELVELI,"769,521","1,737,000","784,151"
41,3829.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),TIRUNELVELI,"76,168","308,825","143,751"
42,3830.0,DAILY THANTHI,TAMIL,DAILY(M),TIRUPPUR,"379,013","610,037","227,552"
43,3831.0,DINAKARAN,TAMIL,DAILY(M),VELLORE,"1,312,437","1,177,154","368,411"
44,3832.0,DINAMALAR,TAMIL,DAILY(M),VELLORE,"150,533","684,852",0
45,3833.0,DINAMANI,TAMIL,DAILY(M),VELLORE,"797,555","333,733","61,901"
46,3834.0,THAMIZH MURASU,TAMIL,DAILY(E),VELLORE,"5,147","24,463","4,587"
47,3835.0,THANTHI,TAMIL,DAILY(M),VELLORE,"1,175,423","1,100,299","505,092"
48,3836.0,DINAMANI,TAMIL,DAILY(M),VILLUPURAM,"188,480","82,225","20,116"
49,3837.0,THE NEW INDIAN EXPRESS,ENGLISH,DAILY(M),VILLUPURAM,"28,087","161,041","110,614"
50,3838.0,PRAJA JYOTHI,TELUGU,DAILY(M),ADILABAD,"1,101,452","1,256,363","468,346"
51,3839.0,PRAJA JYOTHI,TELUGU,WEEKLY,ADILABAD,"40,645","27,104","32,209"
52,3840.0,VOODAYAM,TELUGU,DAILY EXCEPTSUNDAY,ADILABAD,"308,983","232,776","88,356"
53,3841.0,30 DAYS SAMEEKSHA,TELUGU,MONTHLY,HYDERABAD,0,"5,211","6,514"
54,3842.0,AHEM ITELLA,URDU,DAILY EXCEPTSUNDAY,HYDERABAD,"26,327","20,783",0
55,3843.0,AKASH JYOTI,HINDI,DAILY(M),HYDERABAD,"651,886","448,848","55,765"
56,3844.0,ANDHRA BHOOMI,TELUGU,DAILY(M),HYDERABAD,"40,702","186,872","45,247"
57,3845.0,ANDHRA JYOTHI,TELUGU,DAILY(M),HYDERABAD,"7,652,821","4,815,147","3,474,685"
58,3846.0,ANDHRA PRABHA,TELUGU,DAILY(M),HYDERABAD,"938,989","1,943,079","729,263"
59,3847.0,ANDHRA SHAKTHI,TELUGU,DAILY(M),HYDERABAD,"93,925","38,021","7,107"
60,3848.0,ANUDINA VAARTAVISESHALALO,TELUGU,MONTHLY,HYDERABAD,0,0,"17,348"
0,3850.0,AWAZ-E-DOST,URDU,DAILY(M),HYDERABAD,"585,303","49,101","6,143"
1,3851.0,BEEDALA PATLU,TELUGU,DAILY(E),HYDERABAD,"20,228","23,673","6,143"
2,3852.0,BHAGYANAGARSAYAM.PATRIKA,TELUGU,DAILY(E),HYDERABAD,0,0,"24,708"
3,3853.0,BHAGYANAGAR TIMES,URDU,DAILY(M),HYDERABAD,"368,568","63,811","27,821"
4,3854.0,BHARATHA SAKTHI,TELUGU,DAILY(M),HYDERABAD,0,"30,043","7,796"
5,3855.0,BUSINESS STANDARD,ENGLISH,DAILY(M),HYDERABAD,"1,211,730","260,121","110,805"
6,3856.0,CAPITAL INFORMATION,ENGLISH,DAILY(M),HYDERABAD,"143,807","165,467","51,679"
7,3857.0,CITIZEN'S EVENING,ENGLISH,DAILY(E),HYDERABAD,0,"26,932","6,143"
8,3858.0,CITY TIMES,TELUGU,DAILY(M),HYDERABAD,0,"18,489","6,143"
9,3859.0,DAILY HINDI MILAP,HINDI,DAILY(M),HYDERABAD,"4,067,116","3,317,098","1,256,807"
10,3860.0,DECCAN AGE,ENGLISH,DAILY(M),HYDERABAD,"7,341","17,496",0
11,3861.0,DECCAN CHRONICLE,ENGLISH,DAILY(M),HYDERABAD,"92,600,914","58,830,400","36,015,569"
12,3862.0,DECCAN LAND,TELUGU,MONTHLY,HYDERABAD,0,"12,506",0
13,3863.0,DECCAN TODAY,ENGLISH,DAILY(M),HYDERABAD,"18,604","101,845","89,538"
14,3864.0,DHWANI,TELUGU,DAILY(M),HYDERABAD,0,"13,020","17,390"
15,3865.0,DISHA,TELUGU,DAILY(E),HYDERABAD,"9,460","23,673","6,143"
16,3866.0,ENTERAJYAM,TELUGU,DAILY(M),HYDERABAD,0,"26,563","6,143"
17,3867.0,ETEMAAD,URDU,DAILY(M),HYDERABAD,"260,284","130,969","68,401"
18,3868.0,FINANCIAL CHRONICLE,ENGLISH,DAILY(M),HYDERABAD,"1,151,410","358,428",0
19,3869.0,FLASH TODAY,ENGLISH,DAILY(M),HYDERABAD,"18,963","148,485","9,413"
20,3870.0,GAWAH,URDU,WEEKLY,HYDERABAD,0,"6,496",0
21,3871.0,GOOD MORNING ANDHRA,ENGLISH,DAILY(M),HYDERABAD,"29,504","66,371",0
22,3872.0,HAMDAM,URDU,DAILY(M),HYDERABAD,"395,200","34,004","30,053"
23,3873.0,HARITHA VANI,TELUGU,DAILY(M),HYDERABAD,"244,305","269,877","13,104"
24,3874.0,HUSN-E-MILLATH,URDU,WEEKLY,HYDERABAD,0,"10,348",0
25,3875.0,HYDERABAD HEADLINES,ENGLISH,DAILY(M),HYDERABAD,"35,132","9,413","57,171"
26,3876.0,IMAGE OF THE CITY,ENGLISH,DAILY(E),HYDERABAD,"241,069","34,005","7,796"
27,3877.0,INDIAN HORIZON,ENGLISH,DAILY PUB. ONSUNDAY,HYDERABAD,"52,032","32,489","6,143"
28,3878.0,INFORMERS URDU DAILY,URDU,DAILY(M),HYDERABAD,"18,920","23,673","18,670"
29,3879.0,JAGRITI,TELUGU,WEEKLY,HYDERABAD,0,"4,952",0
30,3880.0,JANAPAKSHAM,TELUGU,MONTHLY,HYDERABAD,0,"36,132",0
31,3881.0,MAHANAGAR S.DINA PATRIKA,TELUGU,DAILY(E),HYDERABAD,"313,053","110,784","62,431"
32,3882.0,MAHAPATHRIKA,TELUGU,DAILY(M),HYDERABAD,"86,129","179,162","6,143"
33,3883.0,MAHARADHI,TELUGU,DAILY(E),HYDERABAD,"343,106","56,220","9,413"
34,3884.0,MAHESHAR,URDU,DAILY(M),HYDERABAD,"1,701,582","1,449,355","570,963"
35,3885.0,MANA TELANGANA,TELUGU,DAILY(M),HYDERABAD,"10,056","58,305","48,689"
36,3886.0,MEGA JYOTHI,TELUGU,DAILY(M),HYDERABAD,"37,806","80,336","6,143"
37,3887.0,MEHENGAI,URDU,DAILY(M),HYDERABAD,"78,433","32,058","12,527"
38,3888.0,METRO CITY TIMES,ENGLISH,MONTHLY,HYDERABAD,0,"9,497",0
39,3889.0,MIRROR TODAY,TELUGU,MONTHLY,HYDERABAD,"43,571","41,274","41,909"
40,3890.0,MUNICIPULSE,TELUGU,MONTHLY,HYDERABAD,0,"6,864",0
41,3891.0,MUNSIF,URDU,DAILY(M),HYDERABAD,"3,667,677","2,045,692","1,100,575"
42,3892.0,NAMASTE TELANGANA,TELUGU,DAILY(M),HYDERABAD,"2,351,444","3,131,197","1,076,608"
43,3893.0,NANDI TIMES,TELUGU,DAILY(M),HYDERABAD,"9,779","107,556","23,560"
44,3894.0,NAV DECCAN,URDU,DAILY(M),HYDERABAD,"163,002","288,727","62,592"
45,3895.0,NAVATELANGANA SAMAGRATELUGU DINA PATRIKA,TELUGU,DAILY(M),HYDERABAD,0,"330,557","78,843"
46,3896.0,NAVYA,TELUGU,WEEKLY,HYDERABAD,0,"53,796","37,730"
47,3897.0,NEDU REPU,TELUGU,DAILY(E),HYDERABAD,"356,294","86,194","9,413"
48,3898.0,NEETI DINAPATRIKA SURYA,TELUGU,DAILY(M),HYDERABAD,"63,892",0,0
49,3899.0,NETI ANDHRA,TELUGU,DAILY(M),HYDERABAD,"95,517","222,128","30,357"
50,3900.0,NETI MANADESAM,TELUGU,DAILY(M),HYDERABAD,"111,298","105,971","4,541"
51,3901.0,NETI NIZAM,TELUGU,DAILY(M),HYDERABAD,0,"20,783",0
52,3902.0,NETI TELUGU PATRIKA,TELUGU,DAILY(M),HYDERABAD,0,"23,673","6,143"
53,3903.0,NETIPRABHA,TELUGU,DAILY(M),HYDERABAD,0,"23,673","6,143"
54,3904.0,NEWS BOOM,ENGLISH,DAILY(M),HYDERABAD,"177,456","317,801","29,714"
55,3905.0,NEWS READER,TELUGU,DAILY(M),HYDERABAD,"98,773","37,615","9,413"
56,3906.0,NEWSLINE,ENGLISH,DAILY(M),HYDERABAD,0,"26,563","6,143"
57,3907.0,NIRANTARA VAARTHASRAVANTHI JANAM,TELUGU,DAILY(M),HYDERABAD,"277,671","256,934",0
58,3908.0,NIZAM VARTHA,HINDI,DAILY(M),HYDERABAD,0,"15,871","7,107"
0,3910.0,PALLE PATNAM,TELUGU,DAILY(M),HYDERABAD,0,"4,816",0
1,3911.0,POLITICAL CRISES,ENGLISH,DAILY(M),HYDERABAD,0,"23,673","6,143"
2,3912.0,PRAJA BALAM,TELUGU,DAILY(M),HYDERABAD,0,"6,143","12,166"
3,3913.0,PRAJA CHAITANYAM,TELUGU,DAILY EXCEPTSUNDAY,HYDERABAD,"155,005","206,847","9,413"
